COG0031	E	Cysteine synthase	CysK	Cysteine biosynthesis		1FCJ
COG0033	G	Phosphoglucomutase/phosphomannomutase	Pgm		30938049	1C47
COG0034	F	Glutamine phosphoribosylpyrophosphate amidotransferase	PurF	Purine biosynthesis		1ECB
COG0035	F	Uracil phosphoribosyltransferase	Upp	Pyrimidine salvage		2EHJ
COG0036	G	Pentose-5-phosphate-3-epimerase	Rpe	Pentose phosphate pathway		1H1Y
COG0037	J	tRNA(Ile)-lysidine synthase TilS/MesJ	TilS	tRNA modification	21435031	1NI5
COG0038	P	H+/Cl- antiporter ClcA	ClcA			1KPK
COG0039	C	Malate/lactate dehydrogenase	Mdh	TCA cycle		4WLO
COG0040	E	ATP phosphoribosyltransferase	HisG	Histidine biosynthesis		1H3D
COG0041	F	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	PurE	Purine biosynthesis		1D7A
COG0042	J	tRNA-dihydrouridine synthase	DusA	tRNA modification		1VHN
COG0043	H	3-polyprenyl-4-hydroxybenzoate decarboxylase	UbiD	Ubiquinone biosynthesis	28057757	2IDB
COG0044	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79
COG0045	C	Succinyl-CoA synthetase, beta subunit	SucC	TCA cycle		1SCU
COG0046	F	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	PurL1	Purine biosynthesis		3VIU
COG0047	F	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	PurL2	Purine biosynthesis		1T3T
COG0048	J	Ribosomal protein S12	RpsL	Ribosome 30S subunit		4V4H
COG0049	J	Ribosomal protein S7	RpsG	Ribosome 30S subunit		4V4H
COG0050	J	Translation elongation factor EF-Tu, a GTPase	TufA	Translation factors		1EFU
COG0051	J	Ribosomal protein S10	RpsJ	Ribosome 30S subunit		4V4H
COG0052	J	Ribosomal protein S2	RpsB	Ribosome 30S subunit		4V4H
COG0053	P	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump	FieF			2QFI
COG0054	H	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	RibE	Riboflavin/FAD biosynthesis		1C2Y
COG0055	C	FoF1-type ATP synthase, beta subunit	AtpD	FoF1-type ATP synthase		3OAA
COG0056	C	FoF1-type ATP synthase, alpha subunit	AtpA	FoF1-type ATP synthase		3OAA
COG0057	G	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	GapA	Glycolysis		3ZDF
COG0058	G	Glucan phosphorylase	GlgP			1A8I
COG0059	EH	Ketol-acid reductoisomerase	IlvC	Isoleucine, leucine, valine biosynthesis		1NP3
COG0060	J	Isoleucyl-tRNA synthetase	IleS	Aminoacyl-tRNA synthetases		1FFY
COG0061	H	NAD kinase	NadK			1SUW
COG0062	F	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	Nnr1			3RRB
COG0063	F	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	Nnr2			1KYH
COG0064	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	GatB	Aminoacyl-tRNA synthetases		3H0M
COG0065	E	Homoaconitase/3-isopropylmalate dehydratase large subunit	LeuC	Isoleucine, leucine, valine biosynthesis		4KP1
COG0066	E	3-isopropylmalate dehydratase small subunit	LeuD	Isoleucine, leucine, valine biosynthesis		3Q3W
COG0067	E	Glutamate synthase domain 1	GltB1	Glutamine biosynthesis		1EA0
COG0068	O	Hydrogenase maturation factor HypF (carbamoyltransferase)	HypF			3TSP
COG0069	E	Glutamate synthase domain 2	GltB2	Glutamine biosynthesis		1EA0
COG0070	E	Glutamate synthase domain 3	GltB3	Glutamine biosynthesis		1EA0
COG0071	O	Small heat shock protein IbpA, HSP20 family	IbpA			1GME
COG0072	J	Phenylalanyl-tRNA synthetase beta subunit	PheT	Aminoacyl-tRNA synthetases		3L4G
COG0073	J	tRNA-binding EMAP/Myf domain	EMAP			1MKH
COG0074	C	Succinyl-CoA synthetase, alpha subunit	SucD	TCA cycle		1CQI
COG0075	EF	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	PucG	Serine biosynthesis		3NNK
COG0076	E	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	GadA	Pantothenate/CoA biosynthesis		1XEY
COG0077	E	Prephenate dehydratase	PheA2	Aromatic amino acid biosynthesis		1PHZ
COG0078	E	Ornithine carbamoyltransferase	ArgF	Arginine biosynthesis		1A1S
COG0079	E	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	HisC	Cobalamine/B12 biosynthesis		4R2N
COG0080	J	Ribosomal protein L11	RplK	Ribosome 50S subunit		2E34
COG0081	J	Ribosomal protein L1	RplA	Ribosome 50S subunit		3J65
COG0082	E	Chorismate synthase	AroC	Aromatic amino acid biosynthesis		1Q1L
COG0083	E	Homoserine kinase	ThrB	Threonine biosynthesis		1FWK
COG0084	N	3'->5' ssDNA/RNA exonuclease TatD	TatD		10747959;25114049	1J6O
COG0085	K	DNA-directed RNA polymerase, beta subunit/140 kD subunit	RpoB	RNA polymerase		5UAJ
COG0086	K	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	RpoC	RNA polymerase		1NT9
COG0087	J	Ribosomal protein L3	RplC	Ribosome 50S subunit		1VS6
COG0088	J	Ribosomal protein L4	RplD	Ribosome 50S subunit		1VS6
COG0089	J	Ribosomal protein L23	RplW	Ribosome 50S subunit		1VS6
COG0090	J	Ribosomal protein L2	RplB	Ribosome 50S subunit		1VS6
COG0091	J	Ribosomal protein L22	RplV	Ribosome 50S subunit		1VS6
COG0092	J	Ribosomal protein S3	RpsC	Ribosome 30S subunit		1VS6
COG0093	J	Ribosomal protein L14	RplN	Ribosome 50S subunit		4V4H
COG0094	J	Ribosomal protein L5	RplE	Ribosome 50S subunit		1VS6
COG0095	H	Lipoate-protein ligase A	LplA	Lipoate biosynthesis		4TVW
COG0096	J	Ribosomal protein S8	RpsH	Ribosome 30S subunit		4V4H
COG0097	J	Ribosomal protein L6P/L9E	RplF	Ribosome 50S subunit		1VS6
COG0098	J	Ribosomal protein S5	RpsE	Ribosome 30S subunit		4V4H
COG0099	J	Ribosomal protein S13	RpsM	Ribosome 30S subunit		4V4H
COG0100	J	Ribosomal protein S11	RpsK	Ribosome 30S subunit		4V4H
COG0101	J	tRNA U38,U39,U40 pseudouridine synthase TruA	TruA	tRNA modification		1DJ0
COG0102	J	Ribosomal protein L13	RplM	Ribosome 50S subunit		1VS6
COG0103	J	Ribosomal protein S9	RpsI	Ribosome 30S subunit		4V4H
COG0104	F	Adenylosuccinate synthase	PurA	Purine biosynthesis		1ADE
COG0105	F	Nucleoside diphosphate kinase	Ndk	Pyrimidine biosynthesis		1B4S
COG0106	E	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	HisA	Histidine biosynthesis		4U28
COG0107	E	Imidazole glycerol phosphate synthase subunit HisF	HisF	Histidine biosynthesis		1OX4
COG0108	H	3,4-dihydroxy-2-butanone 4-phosphate synthase	RibB	Riboflavin/FAD biosynthesis		1G57
COG0109	HI	Polyprenyltransferase (heme O synthase)	CyoE			
COG0110	R	Acetyltransferase, isoleucine patch superfamily	WbbJ			
COG0111	H	Phosphoglycerate dehydrogenase or related dehydrogenase	SerA	Serine biosynthesis		3OET
COG0112	E	Glycine/serine hydroxymethyltransferase	GlyA	Serine biosynthesis		1BJ4
COG0113	H	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	HemB	Heme biosynthesis		1I8J
COG0114	C	Fumarate hydratase class II	FumC	TCA cycle		1KQ7
COG0115	EH	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	IlvE	Isoleucine, leucine, valine biosynthesis		1A3G
COG0116	J	23S rRNA G2445 N2-methylase RlmL	RlmL	23S rRNA modification	22362734	3V97
COG0117	H	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain	RibD1	Riboflavin/FAD biosynthesis		2O7P
COG0118	E	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	HisH	Histidine biosynthesis		1OX4
COG0119	E	Isopropylmalate/homocitrate/citramalate synthases	LeuA	Isoleucine, leucine, valine biosynthesis		4JN6
COG0120	G	Ribose 5-phosphate isomerase	RpiA	Pentose phosphate pathway		1KS2
COG0121	R	Predicted glutamine amidotransferase YafJ	YafJ			1TE5
COG0122	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	AlkA			1DIZ
COG0123	Q	Acetoin utilization deacetylase AcuC or a related deacetylase	AcuC			1C3P
COG0124	J	Histidyl-tRNA synthetase	HisS	Aminoacyl-tRNA synthetases		1KMM
COG0125	F	Thymidylate kinase	Tmk	Thymidylate biosynthesis		3LV8
COG0126	G	3-phosphoglycerate kinase	Pgk	Glycolysis		13PK
COG0127	F	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	RdgB			1B78
COG0128	E	5-enolpyruvylshikimate-3-phosphate synthase	AroA	Aromatic amino acid biosynthesis		4N3P
COG0129	EG	Dihydroxyacid dehydratase/phosphogluconate dehydratase	IlvD	Isoleucine, leucine, valine biosynthesis		2GP4
COG0130	J	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	TruB	tRNA modification		1K8W
COG0131	E	Imidazoleglycerol phosphate dehydratase HisB	HisB2	Histidine biosynthesis		1RHY
COG0132	H	Dethiobiotin synthetase	BioD	Biotin biosynthesis		1DTS
COG0133	E	Tryptophan synthase beta chain	TrpB	Aromatic amino acid biosynthesis		2DH5
COG0134	E	Indole-3-glycerol phosphate synthase	TrpC	Aromatic amino acid biosynthesis		6BMA
COG0135	E	Phosphoribosylanthranilate isomerase	TrpF	Aromatic amino acid biosynthesis		1DL3
COG0136	E	Aspartate-semialdehyde dehydrogenase	Asd	Lysine biosynthesis		1BRM
COG0137	E	Argininosuccinate synthase	ArgG	Arginine biosynthesis		1J1Z
COG0138	F	AICAR transformylase/IMP cyclohydrolase PurH	PurH	Purine biosynthesis		1G8M
COG0139	E	Phosphoribosyl-AMP cyclohydrolase	HisI1	Histidine biosynthesis		1ZPS
COG0140	E	Phosphoribosyl-ATP pyrophosphohydrolase	HisI2	Histidine biosynthesis		6J22
COG0141	E	Histidinol dehydrogenase	HisD	Histidine biosynthesis		1K75
COG0142	H	Geranylgeranyl pyrophosphate synthase	IspA	Isoprenoid biosynthesis		2AZJ
COG0143	J	Methionyl-tRNA synthetase	MetG	Aminoacyl-tRNA synthetases		1A8H
COG0144	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	RsmB	16S rRNA modification		2FRX
COG0145	EQ	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	HyuA			
COG0146	EQ	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	HyuB			5L9W
COG0147	EH	Anthranilate/para-aminobenzoate synthases component I	TrpE	Aromatic amino acid biosynthesis		1I1Q
COG0148	G	Enolase	Eno	Glycolysis		1E9I
COG0149	G	Triosephosphate isomerase	TpiA	Glycolysis		1HG3
COG0150	F	Phosphoribosylaminoimidazole (AIR) synthetase	PurM	Purine biosynthesis		1CLI
COG0151	F	Phosphoribosylamine-glycine ligase	PurD	Purine biosynthesis		1GSO
COG0152	F	Phosphoribosylaminoimidazole-succinocarboxamide synthase	PurC	Purine biosynthesis		1A48
COG0153	G	Galactokinase	GalK			1PIE
COG0154	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	GatA	Aminoacyl-tRNA synthetases		3H0L
COG0155	P	Sulfite reductase, beta subunit (hemoprotein)	CysI	Cysteine biosynthesis		1AOP
COG0156	H	7-keto-8-aminopelargonate synthetase or related enzyme	BioF	Biotin biosynthesis		1BS0
COG0157	H	Nicotinate-nucleotide pyrophosphorylase	NadC	NAD biosynthesis		1O4U
COG0158	G	Fructose-1,6-bisphosphatase	Fbp	Gluconeogenesis		1BK4
COG0159	E	Tryptophan synthase alpha chain	TrpA	Aromatic amino acid biosynthesis		6HUL
COG0160	E	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase	ArgD	Arginine biosynthesis		1SF2
COG0161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	BioA	Biotin biosynthesis		1MLY
COG0162	J	Tyrosyl-tRNA synthetase	TyrS	Aminoacyl-tRNA synthetases		4OUD
COG0163	H	Flavin prenyltransferase UbiX	UbiX	Ubiquinone biosynthesis	28754323;26083743	1SBZ
COG0164	L	Ribonuclease HII	RnhB			1EKE
COG0165	E	Argininosuccinate lyase	ArgH	Arginine biosynthesis		1AOS
COG0166	G	Glucose-6-phosphate isomerase	Pgi	Glycolysis		1B0Z
COG0167	F	Dihydroorotate dehydrogenase	PyrD	Pyrimidine biosynthesis		1GT8
COG0168	P	Trk-type K+ transport system, membrane component	TrkG			3PJZ
COG0169	E	Shikimate 5-dehydrogenase	AroE	Aromatic amino acid biosynthesis		1NPD
COG0170	OM	Dolichol kinase	SEC59			
COG0171	H	NH3-dependent NAD+ synthetase	NadE	NAD biosynthesis		3HMQ
COG0172	J	Seryl-tRNA synthetase	SerS	Aminoacyl-tRNA synthetases		1SER
COG0173	J	Aspartyl-tRNA synthetase	AspS	Aminoacyl-tRNA synthetases		1C0A
COG0174	E	Glutamine synthetase	GlnA	Glutamine biosynthesis		1F1H
COG0175	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN
COG0176	G	Transaldolase/fructose-6-phosphate aldolase	TalA	Pentose phosphate pathway		1F05
COG0177	L	Endonuclease III	Nth			4UOB
COG0178	L	Excinuclease UvrABC ATPase subunit	UvrA			2R6F
COG0179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	YcgM			1GTT
COG0180	J	Tryptophanyl-tRNA synthetase	TrpS	Aminoacyl-tRNA synthetases		3N9I
COG0181	H	Porphobilinogen deaminase	HemC	Heme biosynthesis		1AH5
COG0182	E	5-methylthioribose/5-deoxyribulose 1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	MtnA		31950558	1T5O
COG0183	I	Acetyl-CoA acetyltransferase	PaaJ	Fatty acid biosynthesis		1AFW
COG0184	J	Ribosomal protein S15P/S13E	RpsO	Ribosome 30S subunit		4V4H
COG0185	J	Ribosomal protein S19	RpsS	Ribosome 30S subunit		4V4H
COG0186	J	Ribosomal protein S17	RpsQ	Ribosome 30S subunit		4V4H
COG0187	L	DNA gyrase/topoisomerase IV, subunit B	GyrB			1EI1
COG0188	L	DNA gyrase/topoisomerase IV, subunit A	GyrA			1SUU
COG0189	EHJQ	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	LysX	Lysine biosynthesis		1GLV
COG0190	H	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	FolD			1A4I
COG0191	G	Fructose/tagatose bisphosphate aldolase	Fba	Glycolysis		1B57
COG0192	H	S-adenosylmethionine synthetase	MetK	Methionine biosynthesis		1FUG
COG0193	J	Peptidyl-tRNA hydrolase	Pth	Translation factors	11835511	1RYB
COG0194	F	Guanylate kinase	Gmk			1EX6
COG0195	K	Transcription antitermination factor NusA, contains S1 and KH domains	NusA			1HH2
COG0196	H	FAD synthase	RibF	Riboflavin/FAD biosynthesis		1MRZ
COG0197	J	Ribosomal protein L16/L10AE	RplP	Ribosome 50S subunit		1WKI
COG0198	J	Ribosomal protein L24	RplX	Ribosome 50S subunit		1VS6
COG0199	J	Ribosomal protein S14	RpsN	Ribosome 30S subunit		4V4H
COG0200	J	Ribosomal protein L15	RplO	Ribosome 50S subunit		1VS6
COG0201	U	Preprotein translocase subunit SecY	SecY			1RH5
COG0202	K	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	RpoA	RNA polymerase		4KN7
COG0203	J	Ribosomal protein L17	RplQ	Ribosome 50S subunit		1GD8
COG0204	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	PlsC	Phospholipid biosynthesis		1IUQ
COG0205	G	6-phosphofructokinase	PfkA	Glycolysis		1KZH
COG0206	D	Cell division GTPase FtsZ	FtsZ			1FSZ
COG0207	F	Thymidylate synthase	ThyA	Thymidylate biosynthesis		1AN5
COG0208	F	Ribonucleotide reductase beta subunit, ferritin-like domain	NrdB	Pyrimidine salvage		1AV8
COG0209	F	Ribonucleotide reductase alpha subunit	NrdA	Pyrimidine salvage		1R1R
COG0210	L	Superfamily I DNA or RNA helicase	UvrD			6PPR
COG0211	J	Ribosomal protein L27	RpmA	Ribosome 50S subunit		1VS6
COG0212	H	5-formyltetrahydrofolate cyclo-ligase	FAU1			1SBQ
COG0213	F	Thymidine phosphorylase	DeoA	Pyrimidine salvage		1AZY
COG0214	H	Pyridoxal 5'-phosphate synthase subunit PdxS	PdxS	Pyridoxal phosphate biosynthesis		2NV2
COG0215	J	Cysteinyl-tRNA synthetase	CysS	Aminoacyl-tRNA synthetases		1LI5
COG0216	J	Protein chain release factor RF1	PrfA	Translation factors		1RQ0
COG0217	KJ	Transcriptional and/or translational regulatory protein YebC/TACO1	TACO1			1KON
COG0218	D	GTP-binding protein EngB required for normal cell division	EngB			5UCV
COG0219	J	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	TrmL	tRNA modification		4JAK
COG0220	J	tRNA G46 N7-methylase TrmB	TrmB	tRNA modification	19373903;16600901	1YZH
COG0221	C	Inorganic pyrophosphatase	Ppa			117E
COG0222	J	Ribosomal protein L7/L12	RplL	Ribosome 50S subunit		1CTF
COG0223	J	Methionyl-tRNA formyltransferase	Fmt			1FMT
COG0224	C	FoF1-type ATP synthase, gamma subunit	AtpG	FoF1-type ATP synthase	15326535	3OAA
COG0225	O	Peptide methionine sulfoxide reductase MsrA	MsrA			1FF3
COG0226	P	ABC-type phosphate transport system, periplasmic component	PstS			2Q9T
COG0227	J	Ribosomal protein L28	RpmB	Ribosome 50S subunit		2JZ6
COG0228	J	Ribosomal protein S16	RpsP	Ribosome 30S subunit		4V4H
COG0229	O	Peptide methionine sulfoxide reductase MsrB	MsrB			1L1D
COG0230	J	Ribosomal protein L34	RpmH	Ribosome 50S subunit		6SPB
COG0231	J	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	Efp	Translation factors		1UEB
COG0232	F	dGTP triphosphohydrolase	Dgt			6OI7
COG0233	J	Ribosome recycling factor	Frr			1DD5
COG0234	O	Co-chaperonin GroES (HSP10)	GroES			
COG0235	EG	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)	AraD	Urea cycle	31950558	1FUA
COG0236	I	Acyl carrier protein	AcpP	Fatty acid biosynthesis		1ACP
COG0237	H	Dephospho-CoA kinase	CoaE	Pantothenate/CoA biosynthesis		1JJV
COG0238	J	Ribosomal protein S18	RpsR	Ribosome 30S subunit		4V4H
COG0239	DP	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	CrcB			5A40
COG0240	C	Glycerol-3-phosphate dehydrogenase	GpsA	Isoprenoid biosynthesis		1EVY
COG0241	E	Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily	HisB1/GmhB	Histidine biosynthesis	20050615;20050614	2GMW
COG0242	J	Peptide deformylase	Def			1BS4
COG0243	C	Anaerobic selenocysteine-containing dehydrogenase	BisC			1EU1
COG0244	J	Ribosomal protein L10	RplJ	Ribosome 50S subunit		5IT8
COG0245	I	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	IspF	Isoprenoid biosynthesis		1GX1
COG0246	G	Mannitol-1-phosphate/altronate dehydrogenases	MtlD			1LJ8
COG0247	C	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	GlpC			
COG0248	FT	Exopolyphosphatase/pppGpp-phosphohydrolase	GppA			1T6C
COG0249	L	DNA mismatch repair ATPase MutS	MutS			1E3M
COG0250	K	Transcription termination/antitermination protein NusG	NusG		19500594	3EWG
COG0251	V	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	RidA	Pyrimidine degradation	22094463;32205462	1J7H
COG0252	JE	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	AnsA			1ZQ1
COG0253	E	Diaminopimelate epimerase	DapF	Lysine biosynthesis		1BWZ
COG0254	J	Ribosomal protein L31	RpmE	Ribosome 50S subunit		1VS6
COG0255	J	Ribosomal protein L29	RpmC	Ribosome 50S subunit		1VS6
COG0256	J	Ribosomal protein L18	RplR	Ribosome 50S subunit		1VS6
COG0257	J	Ribosomal protein L36	RpmJ	Ribosome 50S subunit	21627333	1DFE
COG0258	L	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	ExoIX		19000038;23821668	3ZDA
COG0259	H	Pyridoxine/pyridoxamine 5'-phosphate oxidase	PdxH	Pyridoxal phosphate biosynthesis		1CI0
COG0260	E	Leucyl aminopeptidase	PepB		19553197;23825549	3H8E
COG0261	J	Ribosomal protein L21	RplU	Ribosome 50S subunit		1VS6
COG0262	H	Dihydrofolate reductase	FolA	Folate biosynthesis		1DDR
COG0263	E	Glutamate 5-kinase	ProB	Proline biosynthesis		2W21
COG0264	J	Translation elongation factor EF-Ts	Tsf	Translation factors		1EFU
COG0265	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
COG0266	L	Formamidopyrimidine-DNA glycosylase	Nei			1EE8
COG0267	J	Ribosomal protein L33	RpmG	Ribosome 50S subunit		1VS6
COG0268	J	Ribosomal protein S20	RpsT	Ribosome 30S subunit		4V4H
COG0269	G	3-keto-L-gulonate-6-phosphate decarboxylase	UlaD			3F4W
COG0270	L	DNA-cytosine methylase	Dcm			3LX6
COG0271	KT	DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation	BolA		19111750;2569159	2DHM
COG0272	L	NAD-dependent DNA ligase	Lig			5TT5
COG0274	F	Deoxyribose-phosphate aldolase	DeoC			1J2W
COG0275	J	16S rRNA C1402 N4-methylase RsmH	RmsH	16S rRNA modification		1M6Y
COG0276	H	Protoheme ferro-lyase (ferrochelatase)	HemH	Heme biosynthesis		1AK1
COG0277	C	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD			1AHU
COG0278	O	Glutaredoxin-related protein	GrxD			1YKA
COG0279	G	Phosphoheptose isomerase	GmhA			1G76
COG0280	C	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	Pta		28754323	1QZT
COG0281	C	Malic enzyme	SfcA	Urea cycle		1DO8
COG0282	C	Acetate kinase	AckA			3SK3
COG0283	F	Cytidylate kinase	Cmk		19111750;25691594;28928205	3R20
COG0284	F	Orotidine-5'-phosphate decarboxylase	PyrF	Pyrimidine biosynthesis		1DBT
COG0285	H	Folylpolyglutamate synthase/Dihydropteroate synthase	FolC	Folate biosynthesis		1W78
COG0286	V	Type I restriction-modification system, DNA methylase subunit	HsdM		26872910	2AR0
COG0287	E	Prephenate dehydrogenase	TyrA	Aromatic amino acid biosynthesis		2F1K
COG0288	P	Carbonic anhydrase	CynT		22081392	1EKJ
COG0289	E	4-hydroxy-tetrahydrodipicolinate reductase	DapB	Lysine biosynthesis	29684280	1ARZ
COG0290	J	Translation initiation factor IF-3	InfC	Translation factors		2IFE
COG0291	J	Ribosomal protein L35	RpmI	Ribosome 50S subunit	28373563	1VS6
COG0292	J	Ribosomal protein L20	RplT	Ribosome 50S subunit	30270044	1VS6
COG0293	J	23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ	RlmE	23S rRNA modification	10769117	1EIZ
COG0294	H	Dihydropteroate synthase	FolP	Folate biosynthesis		1AD1
COG0295	F	Cytidine deaminase	Cdd	Pyrimidine salvage		1AF2
COG0296	G	1,4-alpha-glucan branching enzyme	GlgB		25871919	4LPC
COG0297	G	Glycogen synthase	GlgA			1RZU
COG0298	O	Hydrogenase maturation factor HybG, HypC/HupF family	HypC			2OT2
COG0299	F	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	PurN	Purine biosynthesis	25013077	1C2T
COG0300	R	Short-chain dehydrogenase	YqjQ			
COG0301	HJ	Adenylyl- and sulfurtransferase ThiI (thiamine and tRNA 4-thiouridine biosynthesis)	ThiI	Thiamine biosynthesis	22773787	1VBK
COG0302	H	GTP cyclohydrolase I	FolE	Folate biosynthesis	19767425;30692671	1A8R
COG0303	H	Molybdopterin Mo-transferase (molybdopterin biosynthesis)	MoeA	Molybdopterin biosynthesis	18801996;32239579	2NQU
COG0304	IQ	3-oxoacyl-(acyl-carrier-protein) synthase	FabB	Fatty acid biosynthesis	21652641	2UV8
COG0305	L	Replicative DNA helicase	DnaB			1B79
